ID,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
 
 _I agree that data gathered in this study will be stored anonymously and securely, and will be used for research purposes only. _
 
 _I understand that my participation is voluntary and that I am free to withdraw at any time without giving reason. _
 
 _I understand that all personal information will remain confidentially within OLIO's database, and that no personally identifiable information will be shared with any third party, and that no data will be made available that can allow me to be personally identified in the results of this research. _
 
 _I am 18 years of age or older. _
 
 I agree to take part in this survey:",How would you describe your gender?,What range best describes your age group?,Do you have any physical or mental health conditions or illnesses that are limiting your day to day activities?,Which of the following best describes your household?,"In general, how satisfied are you with your life?","Compared to others in my neighbourhood, I think my life overall is...",How often do you feel that you lack companionship?,How often do you feel isolated from others or left out?,To what extent are you able to turn to friends and family for help when you need it?,"How much do you agree with the following statement? 
 
 Generally, I borrow things and exchange favours with my neighbours.",Foodbank,Neighbours,Close family or friends,Community or faith group,None of the above,Other,"The next questions are about your household's diet in the past 12 months, since October of last year, and whether you were able to afford the food you needed. In the past 12 months, was the following statement true for you?
 
 We worried whether our food would run out before we got money to buy more.","The food that we bought just didn't last, and we didn't have money to get more.",We couldn't afford to eat balanced meals.,Did you or other adults in your household ever cut the size of your meals or skip meals because there wasn't enough money for food?,How often did this happen?,Did you ever eat less than you felt you should because there wasn't enough money for food?,Were you ever hungry but didn't eat because there wasn't enough money for food?,Did you lose weight because there wasn't enough money for food?,Did you or other adults in your household ever not eat for a whole day because there wasn't enough money for food?,How often did this happen?,"The next questions are about the food situation of your children. In the past 12 months, was the following statement true for you? 
 
 We relied on only a few kinds of low-cost food to feed our children because we were running out of money to buy food.","We couldn't feed our children a balanced meal, because we couldn't afford that.",The children were not eating enough because we just couldn't afford enough food.,Did you ever cut the size of any of the children's meals because there wasn't enough money for food?,Did any of the children ever skip meals because there wasn't enough money for food?,How often did this happen?,Were the children ever hungry but you just couldn't afford more food?,Did any of the children ever not eat for a whole day because there wasn't enough money for food?,household_food_security_label,Which of the following best describes the house you currently live in?,Other,Do you know the Energy Performance Certificate (EPC) rating for the house you currently live in?,Do you use a prepayment or pay-as-you-go meter to pay for your energy usage?,"The following questions are about challenges your household may have had paying energy bills or maintaining heating in your home in the past 12 months. 
 
 How frequently did your household reduce or forego expenses for basic household necessities, such as medicine or food, in order to pay an energy bill?","In the past year, how frequently did your household keep your home at a cold temperature that you felt was unsafe or unhealthy?","In the past year, how frequently did your household run behind on payments for energy bills, or receive a notice to disconnect?","In the last year, was there ever a time your household was unable to use your main source of heat because you could not afford to pay for gas or electricity?",About how many days over the past year has your household gone without heat because you could not afford to pay for gas or electricity?,"In the last year, was there ever a time your household was unable to use your main source of heat because the equipment was broken, and you couldn't afford to pay to repair or replace the equipment?","In the past year, did anyone in your household need medical attention because your home was too cold?",FS1,FS2,FS3,FS4,FS5,FS6,FS7,fuel-security_label,fuel-security_score,"In the past year, how often did you worry about making energy payments?","In the past year, how often did you worry about making rent/ mortgage payments?",Consider your grocery shopping habits in the past 12 months. How often have you avoided food that requires cooking to reduce energy usage?,Working full-time,Working part-time,Unemployed,Retired,Not working- looking after house/ children,Not working- long term sick or disabled,Student,Other,What is your annual household income before tax?,user_id,Start Date (UTC),Submit Date (UTC),response_time,survey_date,incentivised,lad_code,msoa_code,imd_decile
0nd5qqzf46xk2hl50nd5qqla48qtf82p,1,Female,35 to 39,Yes,Living with partner/ spouse (NO children or children have left home),8,Worse,Often,Often,Not at all,Definitely disagree,Foodbank,,,,,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,,,,,,,,,Very low food security,Living in a night shelter/ hostel,,Don't know,Don't know,Almost every month,Some months but not every month,Some months but not every month,0,,0,0,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,,,Unemployed,,,,Student,,Prefer not to say,5649937,22/11/2022 17:32,22/11/2022 17:39,7,22/11/2022,1,E09000028,E02000831,4
0o0w3v97sqolnw0o00tm4rwysyh24oay,1,Male,50 to 54,Yes,Living on my own (NO children or children have left home),8,The same,Some of the time,Some of the time,Not at all,Definitely disagree,Foodbank,,,,,,Often true,Often true,Sometimes true,Yes,Almost every month,Yes,No,No,Yes,,,,,,,,,,Low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Almost every month,Never,Almost every month,1,20,1,0,,,,,,,,Low fuel-security,0,Almost every month,Never,Almost every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",1396759,22/11/2022 16:01,22/11/2022 16:05,4,22/11/2022,1,E09000033,E02000964,3
0qhvu8fx3jr5xjsoyd0qhvxn34jfia19,1,Male,35 to 39,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,The same,Some of the time,Some of the time,To a large extent,Tend to disagree,,,,Community or faith group,,,Never true,Sometimes true,Sometimes true,No,,Yes,Yes,Yes,No,,,,,,,,,,Low food security,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,B,Don't know,Some months but not every month,Almost every month,Some months but not every month,1,5,0,1,,,,,,,,Low fuel-security,0,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",3436288,22/11/2022 15:39,22/11/2022 15:47,8,22/11/2022,1,E09000022,E02000620,3
0s603aw0b1uvi12s4i30s603a6nmvqxw,1,Male,20 to 24,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,Better,Some of the time,Some of the time,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Yes,Never,Some months but not every month,Some months but not every month,1,10,0,0,,,,,,,,Low fuel-security,0,Never,Never,Some months but not every month,,,,,,,Student,,"Less than £14,900 p.a.",5788734,27/11/2022 12:48,27/11/2022 12:52,4,27/11/2022,1,E09000022,E02000627,4
0stxiu3sat7nupuq0stxin97uvlbrifc,1,Female,20 to 24,No,Living on my own (NO children or children have left home),7,The same,Some of the time,Some of the time,To some extent,Tend to disagree,,,Close family or friends,,,,Never true,Sometimes true,Sometimes true,Yes,Only 1 or 2 months,Yes,Yes,Yes,No,,,,,,,,,,Low food security,Renting from private landlord,,B,Yes,Never,Some months but not every month,Never,0,,0,1,,,,,,,,Low fuel-security,0,Some months but not every month,1 or 2 months,Some months but not every month,,,,,,,Student,,"Less than £14,900 p.a.",2851592,22/11/2022 16:24,22/11/2022 16:27,3,22/11/2022,1,E09000019,E02000574,4
0tailey4lnodhaddg0zm0ss0tail4pmn,1,Female,25 to 29,No,Living on my own (NO children or children have left home),9,The same,Some of the time,Some of the time,To a large extent,Definitely disagree,,,,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,Yes,Only 1 or 2 months,Yes,Yes,No,No,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,No,Never,Never,Never,1,20,0,0,,,,,,,,High fuel-security,0,Almost every month,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5548728,22/11/2022 18:11,22/11/2022 18:16,5,22/11/2022,1,E09000021,E02000608,5
0tgsy127veov2tvu460tgsixnb72ahji,1,Female,20 to 24,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",8,Better,Some of the time,Hardly ever or never,To some extent,Tend to agree,Foodbank,,Close family or friends,,,,Sometimes true,Sometimes true,Often true,No,,Yes,Yes,No,No,,,,,,,,,,Low food security,,Sponsored house,D,Don't know,Never,Never,Never,1,30,0,1,,,,,,,,Marginal fuel-security,0,Almost every month,Almost every month,Almost every month,,Working part-time,,,,,,,"Less than £14,900 p.a.",6493680,22/11/2022 18:54,22/11/2022 19:09,15,22/11/2022,1,E09000009,E02000276,7
0u7h5yceye5v7rsbxkyz0u7hr4ak4lgh,1,Male,55 to 59,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,Better,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Sometimes true,Never true,Never true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Buying the house on a mortgage,,Don't know,Yes,Some months but not every month,Some months but not every month,Never,0,,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",1508579,22/11/2022 22:18,22/11/2022 22:24,6,22/11/2022,1,E09000003,E02000062,2
0u8jemxcu8zsqp599m6c0u8jem5tm8pu,1,Female,35 to 39,No,Living on my own (NO children or children have left home),8,Worse,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,F,Yes,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,1 or 2 months,1 or 2 months,Working full-time,,,,,,,,"More than £58,900 p.a.",4370909,22/11/2022 20:11,22/11/2022 20:14,3,22/11/2022,1,E09000033,E02000967,8
0w0va5l1ey6s897w0yrpm0w0va5l19n4,1,Female,30 to 34,No,Living on my own (NO children or children have left home),7,The same,Often,Some of the time,To some extent,Definitely disagree,,,,,None of the above,Too Good To Go,Never true,Never true,Sometimes true,Yes,Some months but not every month,Yes,No,No,No,,,,,,,,,,Low food security,Owning the house outright,,Don't know,Yes,Never,Some months but not every month,Never,1,10,0,0,,,,,,,,Marginal fuel-security,0,Some months but not every month,,Some months but not every month,,Working part-time,,,,,,,"£14,901- £24,300 p.a.",1339705,22/11/2022 15:43,22/11/2022 15:48,5,22/11/2022,1,E09000009,E02000257,4
0w2zdu8zui30ve8850w2z3d7bw8nufqy,1,Female,50 to 54,No,Living on my own (NO children or children have left home),7,Better,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Some months but not every month,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",5765551,27/11/2022 12:54,27/11/2022 12:58,4,27/11/2022,1,E09000008,E02000198,2
0w53flfh94y1cqv3uo0w53flds752cfj,1,Male,35 to 39,No,Living on my own (NO children or children have left home),6,The same,Often,Often,To some extent,Tend to disagree,,,Close family or friends,,,,Sometimes true,Never true,Sometimes true,Yes,Only 1 or 2 months,Yes,No,Yes,No,,,,,,,,,,Low food security,Living in rented accommodation from Housing Association,,Don't know,No,Never,1 or 2 months,1 or 2 months,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Never,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",6186097,22/11/2022 22:38,22/11/2022 22:42,4,22/11/2022,1,E09000025,E02000720,4
0wdgc9shuon4b6eyo7l0wdxemf5f85s6,1,Female,30 to 34,Yes,Living on my own (NO children or children have left home),5,The same,Some of the time,Some of the time,To some extent,Tend to agree,,,,,,Olio,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,,,,,,,,,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Some months but not every month,Some months but not every month,Some months but not every month,1,21,0,0,,,,,,,,Low fuel-security,0,Some months but not every month,1 or 2 months,Some months but not every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",928336,23/11/2022 11:37,23/11/2022 11:41,4,22/11/2022,1,E09000033,E02000981,6
0wx2a2xwuucnudgu9h41g0wx2oy4plpn,1,Female,55 to 59,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,Better,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,Self employed,"£24,301- £37,900 p.a.",1425413,27/11/2022 13:38,27/11/2022 13:43,5,27/11/2022,1,E09000031,E02000916,4
0x4gohk84b3ed91i61s0x4goh7v094mj,1,Female,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,Better,Some of the time,Some of the time,To some extent,Tend to disagree,,,,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,Yes,Only 1 or 2 months,No,Yes,No,No,,,,,,,,,,Low food security,Living in rented accommodation from Housing Association,,C,Don't know,1 or 2 months,Some months but not every month,Never,0,,1,1,,,,,,,,Low fuel-security,0,Never,Never,Some months but not every month,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",5263443,27/11/2022 12:50,27/11/2022 12:55,5,27/11/2022,1,E09000033,E02000972,4
0xtdg4sefyow6pnhde30xtdg4sefnmo5,1,Female,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,Never,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",2832646,27/11/2022 14:34,27/11/2022 14:36,2,27/11/2022,1,E09000032,E02000949,9
10mn2w6z66h91yj3jn2h10mn2wwo2ho8,1,Female,40 to 44,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",10,Better,Some of the time,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Often true,Sometimes true,Never true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",1020247,22/11/2022 15:32,22/11/2022 15:37,5,22/11/2022,1,E09000033,E02000963,3
11362tcqhv6swed35m9a11362tc8vocz,1,Female,25 to 29,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,Worse,Some of the time,Often,To some extent,Definitely disagree,Foodbank,,Close family or friends,,,Olio,Sometimes true,Never true,Sometimes true,No,,No,No,No,No,,,,,,,,,,Marginal food security,Living in rented accommodation from Housing Association,,Don't know,No,Never,Some months but not every month,1 or 2 months,0,,0,0,,,,,,,,Marginal fuel-security,0,Some months but not every month,Some months but not every month,Never,,,,,,,Student,,Prefer not to say,5912560,22/11/2022 15:36,22/11/2022 15:42,6,22/11/2022,1,E09000022,E02000621,5
11op3je6t3tqlpfy11olfqn26x30taeg,1,Female,35 to 39,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,The same,Often,Some of the time,To some extent,Tend to agree,,,Close family or friends,,,Church,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,,,,,,,,,Very low food security,Living in rented accommodation from Housing Association,,Don't know,No,Almost every month,Some months but not every month,Almost every month,1,15,1,0,,,,,,,,Low fuel-security,0,Some months but not every month,Almost every month,Some months but not every month,Working full-time,,,Retired,,,,,Prefer not to say,5797120,22/11/2022 22:16,22/11/2022 22:23,7,22/11/2022,1,E09000033,E02000965,9
125oy83qx9zfn5t7ej93125oy84sxdj7,1,Female,20 to 24,Yes,Living with partner/ spouse (NO children or children have left home),6,Better,Hardly ever or never,Some of the time,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,D,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,1 or 2 months,,,Unemployed,,,Not working- long term sick or disabled,,,Prefer not to say,6057693,22/11/2022 21:59,22/11/2022 22:04,5,22/11/2022,1,E09000013,E02000389,7
149gjp0b84fvkhasfh1j149gjt0o3lar,1,Male,65 to 69,No,Living with partner/ spouse (NO children or children have left home),10,Better,Hardly ever or never,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,Working part-time,,Retired,,,,,"More than £58,900 p.a.",3916798,22/11/2022 17:44,22/11/2022 17:48,4,22/11/2022,0,E09000027,E02000784,9
14w7vpnznsrvxrmvpxf14w7vpnz64fhi,1,Female,35 to 39,Prefer not to say,Living with partner/ spouse (NO children or children have left home),8,The same,Some of the time,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Living in rented accommodation from Housing Association,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,,Working part-time,,,,,,,Prefer not to say,4115756,22/11/2022 16:27,22/11/2022 16:34,7,22/11/2022,1,E09000019,E02000567,2
151cnyyd6q6azxh151cax0bciy34anlp,1,Female,35 to 39,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",10,Much better,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,,Working part-time,,,,,,,Prefer not to say,6728271,23/11/2022 01:10,23/11/2022 01:17,7,22/11/2022,1,E09000028,E02000827,3
15b12qq5q3xjunw42sgypxi15b12qqqo,1,Female,45 to 49,No,Living on my own (NO children or children have left home),5,Better,Some of the time,Some of the time,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,D,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",3851172,04/12/2022 16:38,04/12/2022 16:42,4,03/12/2022,1,E09000009,E02000265,7
15bh9z7syao3vpz4yod715bh95qf4pdi,1,Male,55 to 59,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,Better,Often,Often,Not at all,Tend to disagree,,,,,None of the above,,Sometimes true,Sometimes true,Never true,Yes,Only 1 or 2 months,Yes,No,No,Yes,,,,,,,,,,Low food security,Temporarily living with friends and/ or family while attempting to find permanent accommodation,,C,No,1 or 2 months,1 or 2 months,Never,0,,0,0,,,,,,,,High fuel-security,0,1 or 2 months,1 or 2 months,1 or 2 months,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",1964918,27/11/2022 18:07,27/11/2022 18:14,7,27/11/2022,1,E09000007,E02000171,6
15gd6awmnqnkrfbhbxp15gdqxcpxf5i5,1,Female,70 to 74,No,Living with partner/ spouse (NO children or children have left home),7,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,,Never,,,,Retired,,,,,"£24,301- £37,900 p.a.",2435545,03/12/2022 12:29,03/12/2022 12:33,4,03/12/2022,1,E09000004,E02000071,7
18v275ssu4zudycx18zt6uqbul5janih,1,Female,20 to 24,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Hardly ever or never,Some of the time,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,,,,,,,,,High food security,,Living with partner's family in their home,Don't know,Don't know,Never,Never,Never,0,,0,0,,,,,,,,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",6003153,27/11/2022 13:02,27/11/2022 13:09,7,27/11/2022,1,E09000003,E02000050,8
